Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Whitson	Stewart		X	VA11	2025	8/5/2025	30025336
	Widmann	Noah		C	FL07	2025	9/3/2025	10072203
	Wied	Tony		H	WI08	2025	5/14/2025	10066607
	Wied	Tony		P	WI08	2025	2/10/2025	8220757
	Wied	Tony		P	WI08	2025	3/14/2025	8220799
	Wied	Tony		P	WI08	2025	4/4/2025	8220824
	Wied	Tony		P	WI08	2025	5/13/2025	8220903
	Wied	Tony		P	WI08	2025	7/9/2025	8221177
	Wied	Tony		P	WI08	2025	8/6/2025	9115665
	Wiedenfeld-Needham	Boris "Bo"		C	OR04	2025	9/13/2025	10072437
	Wiener	Scott		X	CA11	2025	8/1/2025	30025332
Hon.	Wild	Susan		T	PA07	2025	5/15/2025	10063269
Hon.	Wild	Susan		X	PA07	2025	1/15/2025	30022473
	Wiley	Julie Marisa		C	ID02	2025	7/19/2025	10071815
	Wiley	Julie Marisa		D	ID02	2025	8/1/2025	40004807
Hon.	Williams	Brandon McDonald		X	NY22	2025	1/24/2025	30022483
	Williams	John Andrew		C	KY01	2025	7/13/2025	10071747
	Williams	John-Samuel Etheridge		C	CA51	2025	1/31/2025	10063319
	Williams	Josh		X	OH09	2025	8/1/2025	30025327
	Williams	Lily Tang		C	NH02	2025	5/9/2025	10067326
Hon.	Williams	Roger		P	TX25	2025	3/1/2025	20027867
	Williamson	Michael		X	VA02	2025	8/21/2025	30025372
	Wilson	Jeff		C	IL13	2025	5/27/2025	10070259
	Winder	Bayly Philip Christoper		C	NJ02	2025	7/19/2025	10071816
	Windschitl	Matt		C	IA04	2025	7/28/2025	10071904
	Wingfield	Megan		C	KY02	2025	6/23/2025	10071630
	Wirth	Cynthia (Cinde)		C	IN06	2025	8/20/2025	10072268
	Wojciechowski	Aaron Michael		C	WI06	2025	5/24/2025	10068152
Hon.	Yakym	Rudy C.	III	P	IN02	2025	1/28/2025	20026666
Hon.	Yakym	Rudy C.	III	P	IN02	2025	5/8/2025	20030311
Hon.	Yakym	Rudy C.	III	P	IN02	2025	8/18/2025	20030933
	Yee	Rose Penelope Lagoc		X	CA01	2025	8/5/2025	30025350
	Yonce	Eric		C	FL06	2025	8/15/2025	10072221
	Young	David L.		X	CO08	2025	6/26/2025	30025221
	Young	Jeremy		D	IL02	2025	9/17/2025	40004833
	Young	Martin		C	PA06	2025	8/19/2025	10072165
	Youngerberg	Lucas Todd		C	MN01	2025	9/4/2025	10072378
	Youngerberg	Lucas Todd		D	MN01	2025	9/17/2025	40004841
Mr.	Yuna	Jeffrey Michael		C	TX08	2025	9/27/2025	10072578
	Zalesne	Kinney		C	DC00	2025	8/26/2025	10071972
	Zalesne	Kinney		X	DC00	2025	8/12/2025	30025355
	Zateslo	Nic		C	FL02	2025	6/6/2025	10070456
